# omega(Hartree), S(1/Hartree)
3.606519948753243998e+00,0.000000000000000000e+00
3.609618333588942907e+00,0.000000000000000000e+00
3.612716718424641371e+00,0.000000000000000000e+00
3.615815103260339836e+00,0.000000000000000000e+00
3.618913488096038300e+00,0.000000000000000000e+00
3.622011872931737209e+00,0.000000000000000000e+00
3.625110257767435673e+00,0.000000000000000000e+00
3.628208642603135026e+00,0.000000000000000000e+00
3.631307027438833490e+00,0.000000000000000000e+00
3.634405412274531955e+00,0.000000000000000000e+00
3.637503797110230863e+00,0.000000000000000000e+00
3.640602181945929328e+00,0.000000000000000000e+00
3.643700566781627792e+00,0.000000000000000000e+00
3.646798951617326257e+00,0.000000000000000000e+00
3.649897336453025165e+00,0.000000000000000000e+00
3.652995721288723630e+00,0.000000000000000000e+00
3.656094106124422982e+00,0.000000000000000000e+00
3.659192490960121447e+00,0.000000000000000000e+00
3.662290875795819911e+00,0.000000000000000000e+00
3.665389260631518376e+00,0.000000000000000000e+00
3.668487645467217284e+00,0.000000000000000000e+00
3.671586030302915749e+00,0.000000000000000000e+00
3.674684415138614213e+00,0.000000000000000000e+00
3.677782799974313122e+00,0.000000000000000000e+00
3.680881184810012030e+00,0.000000000000000000e+00
3.683979569645710495e+00,0.000000000000000000e+00
3.687077954481409403e+00,0.000000000000000000e+00
3.690176339317107868e+00,0.000000000000000000e+00
3.693274724152806332e+00,0.000000000000000000e+00
3.696373108988505241e+00,0.000000000000000000e+00
3.699471493824203705e+00,0.000000000000000000e+00
3.702569878659902169e+00,0.000000000000000000e+00
3.705668263495601522e+00,0.000000000000000000e+00
3.708766648331299987e+00,0.000000000000000000e+00
3.711865033166998451e+00,0.000000000000000000e+00
3.714963418002697360e+00,0.000000000000000000e+00
3.718061802838395824e+00,0.000000000000000000e+00
3.721160187674094288e+00,0.000000000000000000e+00
3.724258572509793197e+00,0.000000000000000000e+00
3.727356957345491661e+00,0.000000000000000000e+00
3.730455342181190126e+00,0.000000000000000000e+00
3.733553727016889479e+00,0.000000000000000000e+00
3.736652111852587943e+00,0.000000000000000000e+00
3.739750496688286407e+00,0.000000000000000000e+00
3.742848881523985316e+00,0.000000000000000000e+00
3.745947266359683780e+00,0.000000000000000000e+00
3.749045651195382245e+00,0.000000000000000000e+00
3.752144036031081153e+00,0.000000000000000000e+00
3.755242420866779618e+00,0.000000000000000000e+00
3.758340805702478526e+00,0.000000000000000000e+00
3.761439190538177435e+00,0.000000000000000000e+00
3.764537575373875899e+00,0.000000000000000000e+00
3.767635960209574364e+00,0.000000000000000000e+00
3.770734345045273272e+00,0.000000000000000000e+00
3.773832729880971737e+00,0.000000000000000000e+00
3.776931114716670201e+00,0.000000000000000000e+00
3.780029499552368666e+00,0.000000000000000000e+00
3.783127884388068018e+00,0.000000000000000000e+00
3.786226269223766483e+00,0.000000000000000000e+00
3.789324654059465391e+00,0.000000000000000000e+00
3.792423038895163856e+00,0.000000000000000000e+00
3.795521423730862320e+00,0.000000000000000000e+00
3.798619808566560785e+00,0.000000000000000000e+00
3.801718193402259693e+00,0.000000000000000000e+00
3.804816578237958158e+00,0.000000000000000000e+00
3.807914963073656622e+00,0.000000000000000000e+00
3.811013347909355975e+00,0.000000000000000000e+00
3.814111732745054439e+00,0.000000000000000000e+00
3.817210117580753348e+00,0.000000000000000000e+00
3.820308502416451812e+00,0.000000000000000000e+00
3.823406887252150277e+00,0.000000000000000000e+00
3.826505272087848741e+00,0.000000000000000000e+00
3.829603656923547650e+00,0.000000000000000000e+00
3.832702041759246114e+00,0.000000000000000000e+00
3.835800426594945467e+00,0.000000000000000000e+00
3.838898811430643931e+00,0.000000000000000000e+00
3.841997196266342396e+00,0.000000000000000000e+00
3.845095581102040860e+00,0.000000000000000000e+00
3.848193965937739769e+00,0.000000000000000000e+00
3.851292350773438233e+00,0.000000000000000000e+00
3.854390735609136698e+00,0.000000000000000000e+00
3.857489120444835606e+00,0.000000000000000000e+00
3.860587505280534515e+00,0.000000000000000000e+00
3.863685890116232979e+00,0.000000000000000000e+00
3.866784274951931888e+00,0.000000000000000000e+00
3.869882659787630352e+00,0.000000000000000000e+00
3.872981044623328817e+00,0.000000000000000000e+00
